label	content	text2
8	Wola Siennicka [ˈvɔla ɕenˈnit͡ska] is a village in the administrative district of Gmina Siennica Różana within Krasnystaw County Lublin Voivodeship in eastern Poland. It lies approximately 12 kilometres (7 mi) east of Krasnystaw and 60 km (37 mi) south-east of the regional capital Lublin.	
12	Ten Ready Rifles (Spanish: Diez fusiles esperan) is a 1959 Spanish drama film directed by José Luis Sáenz de Heredia. The film concerns the Carlist Wars of the 19th century. It was entered into the 9th Berlin International Film Festival.	
1	Lowther College was a private school for girls in the late 19th and 20th centuries. The school was originally formed in 1896 at Lytham St. Annes in Lancashire by Mrs. Florence Morris (later Lindley).In 1920 the school moved to Bodelwyddan Castle as tenants; however Lowther College purchased the property five years later in 1925.	
4	Christina Liu (Chinese: 劉憶如; pinyin: Liú Yìrú) is a politician in the Republic of China. She was the Minister of Finance in 2012. She received a BA in Political Science from the National Taiwan University (NTU) an MBA from the University of Chicago (UC) and a Ph.D. from the University of Chicago.	
11	Album III as its title indicates is the third full album from Loudon Wainwright III. It was originally released in 1972 on Columbia Records. Album III would spawn Loudon Wainwright's most popular hit single Dead Skunk one of the many 'novelty songs' sprinkled throughout Wainwright's career.	
5	The CANSA C.5 was a training biplane developed in Italy shortly before World War II. Its conventional open-cockpit tailskid design was produced en masse in Italy under license. Originally aimed at the civil market no sales ensued but CANSA found a customer in the Regia Aeronautica which placed an order for twelve aircraft in October 1939; six single-seaters and six two-seaters. This was followed by an order for fifty machines the following year.	
7	La Piedra Del Peñol (Spanish for The Rock of Guatapé) also known as El Peñol Stone or simply La Piedra (Spanish for The Stone) is a monolithic formation located at the town and municipality of Guatapé 1 km inside the city limits (86 km northeast of Medellín or 2 hours by bus) in Antioquia Colombia.	
8	Miedzianka [mjɛˈd͡ʑaŋka] is a village in the administrative district of Gmina Chęciny within Kielce County Świętokrzyskie Voivodeship in south-central Poland. It lies approximately 9 kilometres (6 mi) north-west of Chęciny and 19 km (12 mi) west of the regional capital Kielce.The village has a population of 330.	
13	Friend of the Devil is the seventeenth novel by Canadian detective fiction writer Peter Robinson in the multi award-winning Inspector Banks series of novels. The novel was first printed in 2007 but has been reprinted a number of times since.	
13	Freedom for the Thought That We Hate: A Biography of the First Amendment is a 2007 non-fiction book by journalist Anthony Lewis about freedom of speech freedom of the press freedom of thought and the First Amendment to the United States Constitution. The book starts by quoting the First Amendment which prohibits the U.S. Congress from creating legislation which limits free speech or freedom of the press. Lewis traces the evolution of civil liberties in the U.S.	
1	Detective Training School (DTS) is maintained by Criminal Investigation Department (CID) of Bangladesh Police. It is situated on 0.727 acres (2940 m2) of land at Rajarbag in Dhaka. It arranges various courses in the area of investigation and supervision. Since the inception this institute has produced a good number of highly professional investigating and detective officers. It is headed by a senior police officer in the rank of Additional DIG designated as the Commandant of this school.	
11	Evillive II is a live album by The Misfits. It was released by Caroline Records and was exclusively available through The Misfit's fan club called the Fiend Club on August 14 1998. The live songs were culled from seven concerts that took place from October 31 1997 through March 10 1998. The album features the 'resurrected' version of The Misfits with Michale Graves Jerry Only Doyle Wolfgang von Frankenstein and Dr.	
3	Edward William Shore (November 25 1902 – March 16 1985) was a Canadian professional ice hockey defenceman principally for the Boston Bruins of the National Hockey League and the longtime owner of the Springfield Indians of the American Hockey League iconic for his toughness and defensive skill.Shore won the Hart Trophy as the league's most valuable player four times the most of any defenceman and third overall behind Wayne Gretzky and Gordie Howe.	
11	Psychedelic Lollipop is the debut album by the rock band Blues Magoos one of the first to have the word “psychedelic” on the sleeve. Their single “(We Ain't Got) Nothin' Yet” was their most successful effort rising into the Top 10 on many national charts. Guitarist “Peppy” Theilhelm was 16 years old at the time of the single’s release.	
1	Mission Early College High School is a high school located in the Socorro Independent School District in El Paso Texas.The school combines the normal Texas Education Agency curriculum with that of El Paso Community College. Students at Mission Early College High School are concurrently enrolled in high school and college courses.. Like other early college high schools in the nation students exit the program with both an associate’s degree and a high school diploma.	
1	Farragut High School located at 11237 Kingston Pike serves as a high school in Farragut a suburb of Knoxville Tennessee. Knox County Schools the unified Knox County Tennessee school district operates the school. The original Farragut High School built in 1904 occupied a strip of land adjacent to Kingston Pike becoming the first consolidated high school in Knox County.	
6	The Parker House is a historic house at 52 Salem Street in Reading Massachusetts. The 2.5 story vernacular Federal style wood frame house was built in 1792 although its center chimney may date from an older house built on the site in 1715. Jonas Parker the builder was active in the American Revolution. A portion of Parker's farm was dedicated as Memorial Park in 1919.The house was listed on the National Register of Historic Places in 1984.	
4	Shane McEntee (19 December 1956 – 21 December 2012) was an Irish Fine Gael politician. He was a Teachta Dála (TD) for the Meath and later Meath East constituencies from 2005 to 2012 he also served as Minister of State for Food Horticulture and Food Safety from 2011 to 2012.	
10	Dampiera hederacea commonly known as the karri dampiera is an erect perennial herb in the family Goodeniaceae. The species which is endemic to the south-west of Western Australia is a low spreading shrub which reaches 40 cm (16 in) across. It produces blue flowers between August and January in its native range.	
2	Vicenzo Gotti (c. 1580 – 1636) was an Italian painter of the Baroque period.He was born in Bologna where he initially had been alongside Guido Reni a pupil of Dionysius Calvaert. At the age of 20 years he moved to Rome with Reni. After some time he moved to Naples where he became a prolific painter. He died at Reggio Calabria.	
